City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
349,Presidente Epitacio,BR,-21.7633,-52.1156,71.76,36,1,7.36,clear sky
350,Alice Springs,AU,-23.7,133.8833,51.35,35,0,0.0,clear sky
351,Tura,IN,25.5198,90.2201,75.0,98,97,5.73,overcast clouds
352,Praia Da Vitoria,PT,38.7333,-27.0667,71.76,88,14,16.8,few clouds
353,Broome,US,42.2506,-75.833,78.66,78,43,1.52,scattered clouds
354,Meulaboh,ID,4.1363,96.1285,76.33,91,96,6.2,overcast clouds
355,Auki,SB,-8.7676,160.7034,84.18,65,29,1.68,scattered clouds
356,Vila Velha,BR,-20.3297,-40.2925,64.35,94,75,2.3,broken clouds
357,Matay,EG,28.419,30.7792,81.12,45,0,11.92,clear sky
358,Baruun-Urt,MN,46.6806,113.2792,60.6,76,62,7.38,broken clouds
359,Aykhal,RU,66.0,111.5,58.73,62,10,2.21,clear sky
360,Barabash,RU,43.2,131.4833,65.88,71,100,6.53,overcast clouds
361,Beringovskiy,RU,63.05,179.3167,43.95,83,100,19.66,overcast clouds
362,Nakamura,JP,32.9833,132.9333,76.87,93,93,13.02,overcast clouds
363,Ghatanji,IN,20.1333,78.3167,80.15,78,100,3.02,overcast clouds
364,Fare,PF,-16.7,-151.0167,79.47,74,11,12.55,few clouds
365,Lyubech,UA,51.7026,30.6569,63.18,60,43,2.51,scattered clouds
366,Togur,RU,58.3631,82.8265,64.44,81,96,3.27,overcast clouds
367,Belogorsk,RU,50.9158,128.4611,55.74,80,100,7.54,overcast clouds
368,Axim,GH,4.8699,-2.2405,75.99,88,74,10.71,broken clouds
369,Novyy Urengoy,RU,66.0833,76.6333,57.97,80,2,12.73,clear sky
370,Jinxiang,CN,27.4327,120.6062,81.57,80,87,2.59,overcast clouds
371,Samarai,PG,-10.6167,150.6667,78.67,77,99,11.81,overcast clouds
372,Emba,KZ,48.8264,58.1442,67.33,36,1,10.04,clear sky
373,Calama,CL,-22.4667,-68.9333,49.71,15,87,3.74,overcast clouds
374,Vao,NC,-22.6667,167.4833,66.65,70,37,20.29,scattered clouds
375,Kindersley,CA,51.4668,-109.1682,72.79,31,100,8.95,overcast clouds
376,Alofi,NU,-19.0595,-169.9187,76.01,85,95,11.07,light rain
377,Otaki,NZ,-40.7583,175.15,47.03,76,71,8.99,light rain
378,Opuwo,NA,-18.0607,13.84,59.31,29,10,3.58,clear sky
379,Rimouski,CA,48.4488,-68.524,60.28,73,50,7.07,scattered clouds
380,Key Largo,US,25.0865,-80.4473,85.01,66,4,8.21,clear sky
381,Angoche,MZ,-16.2325,39.9086,69.44,75,0,7.63,clear sky
382,Mangaratiba,BR,-22.9597,-44.0406,68.09,71,54,4.05,broken clouds
383,Ponta Delgada,PT,37.7333,-25.6667,70.52,88,75,11.5,broken clouds
384,Imeni Zhelyabova,RU,58.9544,36.5956,58.39,89,79,1.74,broken clouds
385,Vilhena,BR,-12.7406,-60.1458,72.82,43,11,3.36,few clouds
386,Hovd,MN,48.0056,91.6419,62.35,52,43,1.16,scattered clouds
387,Rawson,AR,-43.3002,-65.1023,45.18,63,0,5.68,clear sky
388,Along,IN,28.1667,94.7667,76.87,99,99,0.74,overcast clouds
389,Sovetskiy,RU,61.3614,63.5842,58.93,94,99,8.55,overcast clouds
390,Davila,PH,18.4726,120.5763,83.05,78,100,12.5,overcast clouds
391,Deputatskiy,RU,69.3,139.9,68.32,44,48,2.26,scattered clouds
392,Porto Santo,PT,33.072,-16.3415,70.18,68,20,6.91,few clouds
393,General Roca,AR,-39.0333,-67.5833,46.8,28,89,7.54,overcast clouds
394,Telenesti,MD,47.4997,28.3656,69.08,64,8,1.57,clear sky
395,Buala,SB,-8.145,159.5921,83.44,69,33,3.8,light rain
396,Sena Madureira,BR,-9.0656,-68.6569,81.09,40,3,2.1,clear sky
397,Yar-Sale,RU,66.8333,70.8333,52.18,64,100,15.39,overcast clouds
398,Kollam,IN,8.8833,76.6,76.87,91,100,11.34,overcast clouds
399,Sita Road,PK,27.0333,67.85,87.31,57,0,10.76,clear sky
400,Thinadhoo,MV,0.5333,72.9333,80.56,74,87,2.84,overcast clouds
401,Yining,CN,29.0361,114.5636,82.04,88,51,1.12,broken clouds
402,Mitu,CO,1.1983,-70.1733,72.79,95,90,2.66,overcast clouds
403,Faanui,PF,-16.4833,-151.75,79.05,77,22,12.37,light rain
404,Kill,IE,52.1761,-7.335,54.73,90,14,5.77,few clouds
405,Pangnirtung,CA,66.1451,-65.7125,43.66,78,100,4.54,light rain
406,Dingle,PH,10.9995,122.6711,77.41,90,100,0.6,moderate rain
407,Telafas,PH,6.6353,124.975,77.59,85,100,1.59,overcast clouds
408,Karonga,MW,-9.9333,33.9333,66.36,67,0,3.38,clear sky
409,Moose Factory,CA,51.2585,-80.6094,71.47,60,2,5.55,clear sky
410,Henties Bay,NA,-22.116,14.2845,51.85,93,47,6.4,scattered clouds
411,Starozhilovo,RU,54.2254,39.916,73.9,48,100,5.66,light rain
412,Kavieng,PG,-2.5744,150.7967,83.86,69,93,10.98,light rain
413,Ystad,SE,55.4297,13.8204,62.98,89,93,8.32,moderate rain
414,Bardiyah,LY,31.7561,25.0865,78.04,64,0,4.23,clear sky
415,Spassk,RU,52.747,87.7545,59.02,87,27,3.27,scattered clouds
416,Lawrenceville,US,33.9562,-83.988,85.24,80,20,3.44,few clouds
417,Damghan,IR,36.1683,54.348,79.74,18,0,2.13,clear sky
418,Sarangani,PH,5.4033,125.4636,81.93,67,99,2.86,overcast clouds
419,Ruthin,GB,53.1137,-3.3178,60.37,96,9,5.77,clear sky
420,Nicoya,CR,10.1483,-85.452,75.74,91,96,1.74,overcast clouds
421,Riberalta,BO,-10.9833,-66.1,80.11,38,4,2.1,clear sky
422,Andreapol,RU,56.6513,32.2664,56.01,82,87,4.83,overcast clouds
423,Victor Harbor,AU,-35.5667,138.6167,61.47,61,63,11.14,broken clouds
424,Mutis,CO,6.2262,-77.4044,78.98,83,81,4.0,broken clouds
425,Hofn,IS,64.2539,-15.2082,55.89,75,13,2.48,few clouds
426,Katsuura,JP,35.1333,140.3,86.11,88,88,26.44,overcast clouds
427,Sapiranga,BR,-29.6381,-51.0069,71.08,77,0,3.47,clear sky
428,Romitan,UZ,39.9343,64.3814,73.35,35,0,9.22,clear sky
429,Viedma,AR,-40.8135,-62.9967,42.24,66,78,5.59,broken clouds
430,Ambon,ID,-3.6954,128.1814,77.14,100,40,3.44,scattered clouds
431,Saluzzo,IT,44.6464,7.4862,68.67,72,13,6.91,few clouds
432,Nizhniy Tsasuchey,RU,50.5167,115.1333,64.24,76,99,5.41,overcast clouds
433,Kuytun,RU,54.3419,101.5036,59.94,47,70,3.09,broken clouds
434,Mandan,US,46.8267,-100.8896,100.04,24,20,11.5,few clouds
435,Pankrushikha,RU,53.8319,80.3406,62.08,94,100,7.52,moderate rain
436,Alenquer,BR,-1.9417,-54.7383,81.93,59,91,4.79,overcast clouds
437,Waipawa,NZ,-41.4122,175.5153,39.83,68,94,20.11,overcast clouds
438,Dahuk,IQ,36.8695,42.994,83.21,31,0,3.27,clear sky
439,Aguililla,MX,18.7333,-102.7333,73.94,83,65,5.03,broken clouds
440,Nieuw Nickerie,SR,5.95,-56.9833,79.09,83,95,7.36,overcast clouds
441,Brae,GB,60.3964,-1.353,57.11,91,100,7.43,overcast clouds
442,Aqtobe,KZ,50.2797,57.2072,57.29,62,0,4.47,clear sky
443,Tautira,PF,-17.7333,-149.15,84.22,76,29,9.66,scattered clouds
444,Mundo Nuevo,MX,18.7,-95.5,82.56,77,20,12.84,few clouds
445,Malakal,SS,9.5334,31.6605,71.31,94,100,0.43,overcast clouds
446,Springbok,ZA,-29.6643,17.8865,46.02,81,100,10.69,overcast clouds
447,Puerto Maldonado,PE,-12.6,-69.1833,77.56,48,3,2.39,clear sky
448,Basco,PH,20.4487,121.9702,83.93,82,100,15.7,overcast clouds
449,Mamou,GN,10.5,-12.0,66.96,98,100,2.08,overcast clouds
450,Benguela,AO,-12.5763,13.4055,71.6,85,77,4.16,broken clouds
451,Qurayyat,SA,31.3318,37.3428,77.83,51,0,8.7,clear sky
452,Malindi,KE,-3.2175,40.1191,73.47,84,41,11.01,scattered clouds
453,Sydney,AU,-33.8679,151.2073,62.58,76,0,1.99,clear sky
454,Guerrero Negro,MX,27.9769,-114.0611,76.71,65,4,16.06,clear sky
455,Biak,ID,-0.9131,122.8766,77.5,81,88,6.58,overcast clouds
456,Urbano Santos,BR,-3.2078,-43.4036,77.99,72,77,4.61,broken clouds
457,Belorechensk,RU,44.76,39.87,72.32,90,100,4.25,overcast clouds
458,Severo-Kurilsk,RU,50.6789,156.125,56.34,84,62,12.26,broken clouds
459,Sechura,PE,-5.5569,-80.8222,66.74,69,5,17.31,clear sky
460,Souillac,MU,-20.5167,57.5167,67.35,88,100,16.75,light rain
461,The Valley,AI,18.217,-63.0578,83.1,74,24,19.53,few clouds
462,Redlands,US,34.0556,-117.1825,105.44,24,1,9.22,clear sky
463,Otjiwarongo,NA,-20.4637,16.6477,52.5,37,9,2.73,clear sky
464,Klaksvik,FO,62.2266,-6.589,49.12,94,95,5.86,overcast clouds
465,Zyryanka,RU,65.75,150.85,68.38,48,9,11.34,clear sky
466,Ariquemes,BR,-9.9133,-63.0408,80.58,37,5,0.4,clear sky
467,Sakakah,SA,29.9697,40.2064,86.02,22,0,8.16,clear sky
468,Price,US,39.5994,-110.8107,90.66,11,1,5.75,haze
469,Burhaniye,TR,39.5004,26.9727,73.31,53,0,4.61,clear sky
470,Bafra,TR,41.5678,35.9069,69.58,80,95,14.05,moderate rain
471,Zile,TR,40.3031,35.8864,63.72,91,91,1.99,overcast clouds
472,Antalaha,MG,-14.9003,50.2788,65.79,87,31,5.75,scattered clouds
473,Irbil,IQ,36.1926,44.0106,88.3,25,0,4.25,clear sky
474,Goderich,CA,43.7501,-81.7165,77.92,88,97,14.14,overcast clouds
475,Cockburn Town,TC,21.4612,-71.1419,82.99,76,1,17.83,clear sky
476,Horn Lake,US,34.9554,-90.0348,88.32,68,40,17.27,scattered clouds
477,Larsnes,NO,62.2028,5.5773,60.01,83,13,4.97,few clouds
478,Witu,KE,-2.3889,40.4382,73.56,86,50,8.5,scattered clouds
479,Touros,BR,-5.1989,-35.4608,75.65,83,35,14.7,scattered clouds
480,Ust-Tsilma,RU,65.441,52.1498,43.77,93,81,2.71,broken clouds
481,Kamaishi,JP,39.2667,141.8833,76.95,97,100,7.0,overcast clouds
482,Beloha,MG,-25.1667,45.05,60.13,92,0,5.59,clear sky
483,Acapulco,MX,16.8634,-99.8901,84.02,74,40,4.61,scattered clouds
484,Mieres,ES,43.25,-5.7667,60.33,92,100,2.44,overcast clouds
485,Haines Junction,CA,60.7522,-137.5108,57.9,62,100,11.99,overcast clouds
486,Chiredzi,ZW,-21.05,31.6667,58.5,60,0,3.91,clear sky
487,Moroni,KM,-11.7022,43.2551,74.08,69,2,6.71,clear sky
488,Nouadhibou,MR,20.931,-17.0347,70.12,86,3,20.58,clear sky
489,Edson,CA,53.5835,-116.4356,67.68,45,55,2.51,broken clouds
490,Gaomi,CN,36.3833,119.7528,75.6,72,100,2.21,light rain
491,Sendafa,ET,9.15,39.0333,52.38,88,68,2.53,broken clouds
492,Pafos,CY,34.7667,32.4167,80.51,65,0,3.44,clear sky
493,Hammerfest,NO,70.6634,23.6821,64.85,48,73,8.05,broken clouds
494,Letterkenny,IE,54.95,-7.7333,57.07,97,100,6.31,overcast clouds
495,Goedereede,NL,51.8175,3.9806,61.93,79,55,25.37,broken clouds
496,Severo-Yeniseyskiy,RU,60.3725,93.0408,58.33,70,43,3.11,scattered clouds
497,Colares,PT,38.7992,-9.4469,64.44,74,0,17.78,clear sky
498,Teruel,ES,40.6667,-0.6667,60.28,87,9,7.0,clear sky
499,Adre,TD,13.4667,22.2,69.13,89,65,3.13,broken clouds
500,Porto De Moz,BR,-1.7483,-52.2383,77.68,69,45,2.51,scattered clouds
501,Kazerun,IR,29.6195,51.6541,88.79,25,25,4.05,scattered clouds
502,Medina Del Campo,ES,41.3124,-4.9141,62.71,39,0,5.64,clear sky
503,Anadyr,RU,64.75,177.4833,57.7,58,40,13.42,scattered clouds
504,Mithi,PK,24.7318,69.7981,80.15,71,18,14.92,few clouds
505,Raudeberg,NO,61.9875,5.1352,59.2,79,6,4.63,clear sky
506,Belle Glade,US,26.6845,-80.6676,86.05,73,50,6.89,scattered clouds
507,Maniitsoq,GL,65.4167,-52.9,42.06,81,45,1.36,scattered clouds
508,Bikin,RU,46.8161,134.26,58.5,93,100,2.35,overcast clouds
509,Jawhar,SO,2.7809,45.5005,74.34,86,91,14.58,overcast clouds
510,Tayga,RU,56.06,85.6197,59.02,95,4,2.73,clear sky
511,Phangnga,TH,8.4509,98.5298,75.24,92,74,2.42,broken clouds
512,Shitkino,RU,56.3703,98.3543,61.34,59,47,2.26,scattered clouds
513,Anyang,CN,36.0994,114.3289,76.08,89,71,2.17,light rain
514,Bathsheba,BB,13.2167,-59.5167,81.23,76,100,19.39,overcast clouds
515,Maceio,BR,-9.6658,-35.7353,73.63,85,77,11.65,broken clouds
516,Gat,IL,31.61,34.7642,80.4,80,0,2.13,clear sky
517,Lahij,YE,13.1667,44.5833,91.26,42,78,1.77,broken clouds
518,Santo Antonio Do Sudoeste,BR,-26.0736,-53.7253,62.91,61,18,2.71,few clouds
519,Portobelo,PA,9.55,-79.65,77.41,85,100,5.91,overcast clouds
520,Makaryev,RU,57.8797,43.8069,65.82,70,99,4.52,overcast clouds
521,Jinji,CN,23.2281,110.8261,83.1,86,99,2.21,moderate rain
522,Khani,GE,41.9563,42.9566,63.97,91,68,4.85,broken clouds
523,Nioro,GM,13.35,-15.75,77.14,90,100,6.15,overcast clouds
524,Bougouni,ML,11.417,-7.479,73.45,92,76,2.73,broken clouds
525,Chapais,CA,49.7834,-74.8492,63.19,57,96,5.7,overcast clouds
526,Vila Do Maio,CV,15.1333,-23.2167,79.97,86,30,1.25,scattered clouds
527,Kathmandu,NP,27.7167,85.3167,70.02,100,40,2.3,scattered clouds
528,Bosaso,SO,11.2842,49.1816,91.83,39,72,15.26,broken clouds
529,Palauig,PH,15.435,119.9045,82.74,81,100,6.49,overcast clouds
530,Lasa,IT,46.6166,10.7002,58.62,90,29,1.77,scattered clouds
531,Cayenne,GF,4.9333,-52.3333,82.09,83,0,5.01,clear sky
532,Jalingo,NG,8.8833,11.3667,74.43,87,90,5.06,overcast clouds
533,Quesnel,CA,52.9999,-122.5029,79.41,34,19,2.17,few clouds
534,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,57.36,95,90,10.04,overcast clouds
535,Bon Air,US,37.5249,-77.5578,80.89,75,1,3.44,clear sky
536,Sorland,NO,67.667,12.6934,56.89,86,70,9.62,broken clouds
537,Ajdabiya,LY,30.7554,20.2263,82.94,30,0,10.29,clear sky
538,Uyuni,BO,-20.4597,-66.825,44.22,24,4,10.02,clear sky
539,Krasnoborsk,RU,61.5598,45.934,53.33,98,100,9.6,overcast clouds
540,Abu Dhabi,AE,24.4667,54.3667,93.0,76,2,11.16,clear sky
541,Stromness,GB,58.965,-3.296,55.87,91,95,5.99,overcast clouds
542,Halifax,CA,44.6453,-63.5724,71.65,76,100,3.44,overcast clouds
543,Kembe,CF,4.6228,21.8865,67.68,97,89,2.39,overcast clouds
544,Takapau,NZ,-40.0333,176.35,45.18,81,100,13.67,overcast clouds
545,Port Keats,AU,-14.25,129.55,75.02,27,1,7.78,clear sky
546,Mehamn,NO,71.0357,27.8492,58.08,66,10,7.94,clear sky
547,Englewood,US,39.6478,-104.9878,93.4,21,1,1.01,smoke
548,Auxerre,FR,47.8,3.5667,58.86,70,100,5.86,overcast clouds
549,Ostrovnoy,RU,68.0531,39.5131,49.24,79,0,8.19,clear sky
550,San Martin Jilotepeque,GT,14.7878,-90.7925,58.06,92,100,1.99,overcast clouds
551,Kanlagay,PH,5.8757,121.2915,81.52,79,100,5.12,overcast clouds
552,Pacific Grove,US,36.6177,-121.9166,89.02,82,1,3.0,clear sky
553,Marawi,PH,7.9986,124.2928,67.64,92,100,1.95,overcast clouds
554,Aklavik,CA,68.2191,-135.0107,57.92,41,11,4.12,few clouds
555,Fontanka,UA,46.5626,30.8607,62.69,61,0,12.86,clear sky
556,Kudahuvadhoo,MV,2.6708,72.8944,82.67,73,100,11.68,overcast clouds
557,Canalete,CO,8.6761,-76.2042,76.66,90,87,5.35,overcast clouds
558,Korla,CN,41.7597,86.1469,76.14,39,86,9.28,overcast clouds
559,Lewistown,US,40.5992,-77.5714,82.9,70,1,3.44,clear sky
560,Chibuto,MZ,-24.6867,33.5306,58.78,73,1,8.46,clear sky
561,Preston,GB,53.7667,-2.7167,60.78,92,67,6.17,broken clouds
562,Tabas,IR,33.5959,56.9244,85.86,16,0,4.5,clear sky
563,Millbrook,US,32.4799,-86.3619,87.37,73,1,0.0,clear sky
564,Tha Chang,TH,9.2642,99.1922,77.38,87,81,5.19,broken clouds
565,Ambilobe,MG,-13.2,49.05,69.19,86,96,1.54,overcast clouds
566,Lichinga,MZ,-13.3128,35.2406,54.34,60,0,5.44,clear sky
567,San Cristobal,VE,7.7669,-72.225,66.83,98,93,1.95,overcast clouds
568,Mangrol,IN,21.1167,70.1167,81.23,77,100,9.89,overcast clouds
569,Tongchuan,CN,35.0806,109.0897,74.71,65,24,0.96,few clouds
570,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,67.59,76,98,5.37,overcast clouds
571,Oussouye,SN,12.485,-16.5469,77.92,86,100,7.27,moderate rain
572,Barranca,PE,-10.75,-77.7667,62.29,81,45,11.36,scattered clouds
573,Mutare,ZW,-18.9707,32.6709,51.85,74,0,1.81,clear sky
574,Charters Towers,AU,-20.1,146.2667,69.53,54,0,14.5,clear sky
575,Nurota,UZ,40.5614,65.6886,71.69,26,0,9.15,clear sky
576,Payo,ID,-3.7508,103.6372,74.89,85,34,1.92,scattered clouds
577,Atar,MR,20.5169,-13.0499,93.45,26,9,3.06,clear sky
578,Vestmannaeyjar,IS,63.4427,-20.2734,56.16,80,87,7.58,overcast clouds
579,Jishou,CN,28.3167,109.7167,76.33,99,100,2.15,overcast clouds
580,Novopavlovka,RU,51.2172,109.2091,57.24,76,21,3.89,few clouds
581,San Angelo,US,31.4638,-100.437,98.82,38,1,5.99,clear sky
582,Izhma,RU,65.0083,53.9113,46.18,89,82,3.22,broken clouds
583,Ransang,PH,8.9603,117.5828,83.05,75,100,2.98,overcast clouds
584,Labuhan,ID,-6.8844,112.2051,78.67,84,40,7.7,scattered clouds
585,Massakory,TD,12.996,15.7293,74.34,88,100,9.84,overcast clouds
586,Yaan,NG,7.3833,8.5667,71.49,93,95,8.14,light rain
587,Katherine,AU,-14.4667,132.2667,68.32,60,17,6.91,few clouds
588,Hobyo,SO,5.3505,48.5268,76.3,86,47,22.77,scattered clouds
589,Comrie,GB,56.3791,-3.9949,57.79,97,100,1.32,overcast clouds
590,Kinsale,IE,51.7075,-8.5306,56.57,88,20,4.61,few clouds
591,Carballo,ES,43.213,-8.691,61.86,88,99,1.92,overcast clouds
592,Rodrigues Alves,BR,-7.738,-72.6509,81.27,47,43,1.9,scattered clouds
593,Gurupa,BR,-1.405,-51.64,77.25,73,45,3.42,scattered clouds
594,Rio Gallegos,AR,-51.6226,-69.2181,38.41,73,78,11.43,broken clouds
595,Cap Malheureux,MU,-19.9842,57.6142,67.46,90,90,3.0,light rain
596,Anito,PH,12.4497,125.2886,80.11,86,100,5.08,overcast clouds
597,Broken Hill,AU,-31.95,141.4333,55.17,49,0,7.09,clear sky
598,Uchiza,PE,-8.4592,-76.4633,74.08,67,5,3.85,clear sky
599,Pouso Alegre,BR,-22.23,-45.9364,63.84,60,82,2.26,broken clouds
600,Maragogi,BR,-9.0122,-35.2225,73.02,87,68,7.81,broken clouds
601,Alamogordo,US,32.8995,-105.9603,97.95,34,1,8.05,clear sky
602,Progreso,MX,21.2833,-89.6667,78.91,78,27,19.19,scattered clouds
603,Saint Anthony,US,45.0205,-93.218,78.15,78,1,4.61,clear sky
604,Inirida,CO,3.8653,-67.9239,73.02,96,91,3.56,overcast clouds
605,Half Moon Bay,US,37.4636,-122.4286,90.81,71,1,11.5,clear sky
606,Voyinka,UA,45.8699,33.9914,72.19,68,100,8.75,overcast clouds
607,Phan Thiet,VN,10.9333,108.1,81.27,84,60,10.13,broken clouds
608,Rabo De Peixe,PT,37.8,-25.5833,69.31,88,75,11.5,broken clouds
609,Kununurra,AU,-15.7667,128.7333,71.58,30,1,5.75,clear sky
610,Jadu,LY,31.953,12.0261,82.2,36,0,15.03,clear sky
611,Cuencame,MX,24.8711,-103.6964,86.27,23,1,14.12,clear sky
612,Marsabit,KE,2.3284,37.9899,61.72,65,34,17.9,scattered clouds
613,La Trinitaria,MX,16.1167,-92.05,64.94,84,75,7.4,broken clouds
614,Saint-Gabriel,CA,46.3001,-73.3824,69.84,73,88,5.48,overcast clouds
615,Kobayashi,JP,31.9833,130.9833,76.98,90,88,9.28,overcast clouds
616,Buchanan,LR,5.8808,-10.0467,76.96,88,47,8.08,moderate rain
617,Kyzyl-Suu,KG,42.3414,78.0056,61.11,40,0,8.55,clear sky
618,Bowen,AU,-20.0167,148.2333,72.43,56,19,15.23,few clouds
619,Port Pirie,AU,-33.1833,138.0167,58.42,55,0,11.77,clear sky
620,Berdigestyakh,RU,62.0989,126.6992,67.86,46,59,8.5,broken clouds
621,Eureka,US,40.8021,-124.1637,70.2,69,32,8.99,scattered clouds
622,Lusambo,CD,-4.9667,23.45,70.88,68,74,1.19,broken clouds
623,Sao Felix Do Xingu,BR,-6.6447,-51.995,79.9,39,31,2.39,scattered clouds
624,Tamiahua,MX,21.2667,-97.45,85.23,70,3,13.47,clear sky
625,Millville,US,39.4021,-75.0393,79.18,83,1,0.0,clear sky
626,Chone,EC,-0.6833,-80.1,73.35,83,66,6.62,broken clouds
627,Kloulklubed,PW,7.0419,134.2556,82.9,73,100,10.65,moderate rain
628,Yinchuan,CN,38.4681,106.2731,74.97,43,0,8.55,clear sky
629,Oron,NG,4.8256,8.2343,72.52,95,100,1.1,light rain
630,Boende,CD,-0.2167,20.8667,72.18,80,56,2.53,broken clouds
631,Greenville,US,35.6127,-77.3663,82.35,76,1,0.0,clear sky
632,Mpika,ZM,-11.8343,31.4529,52.83,62,0,3.11,clear sky
633,Dosso,NE,13.049,3.1937,79.63,76,95,10.16,light rain
634,Olga,RU,43.7444,135.2892,63.73,77,100,15.41,overcast clouds
635,Jambi,ID,-1.6,103.6167,75.76,95,94,2.51,overcast clouds
636,Beira,MZ,-19.8436,34.8389,64.45,86,0,4.18,clear sky
637,Maiduguri,NG,11.8464,13.1603,73.15,94,100,6.6,moderate rain
638,Vanimo,PG,-2.6741,141.3028,77.61,87,99,5.17,overcast clouds
639,Epe,NG,6.5841,3.9834,73.85,94,100,6.15,moderate rain
640,Valparaiso,CL,-33.0393,-71.6273,49.64,87,20,4.61,few clouds
641,Saint Andrews,US,34.0454,-81.1293,85.28,72,20,6.91,few clouds
642,Fallon,US,39.4735,-118.7774,95.45,9,0,15.1,clear sky
643,Ancud,CL,-41.8697,-73.8203,43.43,85,13,4.32,few clouds
644,Guarda,PT,40.5373,-7.2658,49.06,78,1,3.22,clear sky
645,Solnechnyy,RU,50.7214,136.6319,49.5,99,100,3.49,overcast clouds
646,Maningrida,AU,-12.0667,134.2667,76.01,61,18,11.01,few clouds
647,Sangmelima,CM,2.9333,11.9833,66.47,99,99,4.07,overcast clouds
648,Svetlogorsk,BY,52.6333,29.7333,65.32,68,53,5.19,broken clouds
649,Kijang,KR,35.2442,129.2139,78.53,72,94,14.54,overcast clouds
650,Raga,SS,8.4596,25.678,68.31,96,100,3.2,overcast clouds
651,Boyabat,TR,41.4689,34.7667,64.87,91,28,4.41,scattered clouds
652,Vila,PT,42.0304,-8.1588,52.7,86,100,4.23,overcast clouds
653,La Ronge,CA,55.1001,-105.2842,65.91,58,57,12.1,broken clouds
654,Skelleftea,SE,64.7507,20.9528,59.36,69,90,3.44,light rain
655,Moindou,NC,-21.6924,165.677,71.55,52,70,15.64,broken clouds
656,Kemijarvi,FI,66.7131,27.4306,55.62,80,100,10.09,overcast clouds
657,Muisne,EC,0.6,-80.0333,75.18,83,93,7.63,overcast clouds
658,Abu Samrah,SY,35.3029,37.1841,76.21,63,0,12.57,clear sky
659,Antofagasta,CL,-23.65,-70.4,57.7,73,23,7.81,few clouds
660,Vaitape,PF,-16.5167,-151.75,79.03,77,22,12.33,light rain
661,Puerto Rico,AR,-26.796,-55.024,66.81,56,23,3.0,few clouds
662,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,92,90,9.22,overcast clouds
663,Matara,LK,5.9485,80.5353,76.41,91,95,8.7,overcast clouds
664,Mushie,CD,-3.0167,16.9,80.91,42,96,5.14,overcast clouds
665,Pokrovsk,UA,48.282,37.1758,69.76,77,95,1.83,overcast clouds
666,Mao,ES,39.8885,4.2658,73.96,73,0,8.05,clear sky
667,Ahipara,NZ,-35.1667,173.1667,50.99,67,96,21.81,overcast clouds
668,Surt,LY,31.2089,16.5887,80.44,74,0,12.28,clear sky
669,Omsukchan,RU,62.5333,155.8,57.7,50,8,7.31,clear sky
670,Artigas,UY,-30.4,-56.4667,69.6,66,40,8.61,scattered clouds
671,Dvorichna,UA,49.8496,37.6857,73.9,67,100,1.68,overcast clouds
672,Port Blair,IN,11.6667,92.75,81.81,84,100,10.42,overcast clouds
673,Burgeo,CA,47.6167,-57.6152,59.0,80,7,15.23,clear sky
674,Igrim,RU,63.1906,64.4162,55.74,96,100,8.43,light rain
675,Kirensk,RU,57.7853,108.1119,60.49,63,71,1.97,broken clouds
676,Rizhao,CN,35.4275,119.4553,78.82,68,91,2.93,overcast clouds
677,Stokmarknes,NO,68.5646,14.9108,63.37,77,83,5.48,broken clouds
678,Ust-Tarka,RU,55.5672,75.705,58.82,96,64,8.5,broken clouds
679,Kiruna,SE,67.8557,20.2251,52.72,100,90,6.91,mist
680,Sembe,CG,1.6481,14.5806,68.5,95,45,1.95,scattered clouds
681,Verkhnyaya Toyma,RU,62.2349,44.9985,53.46,98,100,9.55,light rain
682,Mirabad,AF,30.4362,61.8383,87.51,15,0,14.29,clear sky
683,Qasigiannguit,GL,68.8193,-51.1922,44.85,92,100,7.18,overcast clouds
684,Amlame,TG,7.4667,0.9,70.65,97,97,3.94,overcast clouds
685,Puli,TW,23.9664,120.9695,79.41,88,81,0.85,broken clouds
686,Lagos,NG,6.5833,3.75,74.08,94,99,5.84,moderate rain
687,Troitskoye,RU,52.9821,84.6757,63.19,70,82,5.08,broken clouds
688,Chicama,PE,-7.8447,-79.1469,61.34,81,13,8.97,few clouds
689,Kinango,KE,-4.1372,39.3153,65.1,97,23,4.63,few clouds
690,Semey,KZ,50.4111,80.2275,64.62,94,75,0.0,light intensity shower rain
691,Doha,QA,25.2867,51.5333,93.18,89,1,6.91,clear sky
692,Churapcha,RU,62.0025,132.4325,71.92,29,50,9.26,scattered clouds
693,Mezhdurechensk,RU,53.6942,88.0603,59.09,85,19,2.68,few clouds
694,Owensboro,US,37.7742,-87.1133,86.05,65,1,4.61,clear sky
695,Roma,US,43.2128,-75.4557,78.94,80,75,4.61,broken clouds
696,Acoyapa,NI,11.9703,-85.1711,76.42,82,87,11.16,overcast clouds
697,Mazara Del Vallo,IT,37.6641,12.588,79.0,99,24,15.19,few clouds
698,Komyshnya,UA,50.1859,33.684,66.88,71,0,11.86,clear sky
699,Jedburgh,GB,55.48,-2.552,58.24,96,100,8.39,overcast clouds
700,Bilibino,RU,68.0546,166.4372,61.34,31,75,1.43,broken clouds
